song_id,annotated_patterns,selected_patterns
NLB076625_01,"8_8_1_3_5_3_1_5_3,10_8,8_1_3_5_3_1_5_3","5_3,3_5,1_3_5,1_5_3_8_8,1_5_3_8_8_1,3_1,3_8_8_1_3_5,5_3_1_5_3_8,5_3_1,8_1_3,3_8_8_1_3,8_1,3_1_5_3_8,1_5,3_1_5_3_8_8,3_5_3_1_5_3,3_1_5,1_3,1_3_5_3_1_5,5_3_8_8_1_3"
NLB076632_01,"3_8,8_1_3_5_8_6_5_3","5_3,6_5_3,3_5,1_3_5,8_6_5,3_5_8_6,6_5,3_5_8_6_5_3,8_6,3_8,8_1_3_5_8,1_3_5_8_6_5,5_8_6_5_3_8,8_6_5_3_8,1_3_5_8_6,8_6_5_3,6_5_3_8,8_1_3_5_8_6,3_5_8_6_5,1_3"
NLB076740_01,"5_10_10,8_10_12_1,12_10,8_1","5_3,8_8,6_5_3,3_5,6_8_8_6_5_3,8_6_5,10_8_5_10_10,6_5,8_6,5_10_10_8_6,8_5_10_10_8,8_1,8_6_5_3,8_5_10_10,10_8_5_10_10_8,10_8,12_10_8_5_10_10,5_10_10_8_6_5,3_5_6_8_8_6,8_5_10_10_8_6"
NLB111478_01,"11_9_7,4_12,4_2_12,12_2_4","5_4,2_12,4_5,7_5,4_2,12_2,2_4,2_12_2,7_7,4_4,7_5_4"
NLB111484_01,"3_5_6_10_8_6_5_1_8,10_8_6_6_5,8_3,1_5_8","1_8_8_8_12,8_8,3_5,6_5,8_6,5_1_8_8_8_12,12_10_8_6_3,6_5_1_8_8_8,6_10,8_12_10_8_6_3,5_6,8_10,8_8_12_10_8_6,10_8,1_8_8_8_12_10,12_10_8_6_3_1,6_10_8_6_5_1,10_8_6,5_8,5_1_8_8_8"
NLB111656_01,"1_12_10_8,3_2_3_3","3_3,5_3,3_3_2_3,10_8,1_1,12_10,3_2_3_3_2,2_3,3_2,3_2_3_3,8_1,3_2_3,2_3_3_2_3,2_3_3_2,3_2_3_3_2_3,1_12,2_3_3"
NLB111760_01,"1_12_10_8_10_12_1,12_10,5_3_1_10,8_5_8_1,12_10_8","5_3,5_3_1_10_1,3_1_10_1,3_1,6_6,8_1,10_1_12_10_8_10,8_5,1_10_1,3_1_10_1_12_10,1_10_1_12,12_10,3_1_10_1_12,12_10_8,1_10_1_12_10,10_8,5_3_1_10_1_12,1_12_10,1_10_1_12_10_8,1_12"
NLB112115_01,"1_12_10_8,3_12_8,5_3_1","5_3,10_10_8,8_8,3_5,12_12_10_10_8,8_1,3_2_3_5_3_12,12_12,12_12_10,12_10,12_12_10_10,10_8_1,5_8_8_8_8_10,2_3_5_3_12,8_10,10_8,1_12_12_10,10_10,1_12,2_3_5_3_12_8"
NLB112123_01,"8_10_10_8_10_10,1_5_8_1,6_5","1_8,8_6_3,10_8_1_5_8_6,1_5_8_6_3_1,8_6,1_8_8_6_3_6,8_1,8_1_5_8_6_3,1_5_8,6_3_6_5,8_8_6_3_6,8_8_6_3_6_5,8_1_5_8_6,1_5,6_3,8_10,8_6_3_6,10_8,5_8"
NLB112210_01,1_12_10_8,"5_3,3_5,5_3_5_1,3_1,6_3_1_3_3_3,3_3,3_5_6_3_1_3,5_3_5_1_1_1,12_10_8_8_6_6,12_10,6_6_5_3_5_1,6_3_1_3_3,3_5_1,12_1_3_5_6_3,1_3,5_6,8_10,10_8,5_6_3_1_3_3,1_12"
NLB112233_01,"3_5_6_10_8_6_5_1_8,10_8_6_6_5,1_5_8","10_8_6_5_1_8,6_5_1_8_8,8_6_5,6_5,8_6,10_8_6_5,5_1_8_8_10,6_5_1_8_8_10,5_1_8_8_10_12,3_5_6_10_8_6,5_1,6_5_1_8,1_5,8_10,8_6_5_1_8_8,10_8,8_6_5_1_8,6_10_8_6_5_1,6_5_1,10_8_6"
NLB124573_01,"7_12,4_9_7","4_4_2,2_12,4_2_12,4_4_2_12,12_2_4,12_2,4_2,2_4,7_7,4_4,9_7"
NLB125421_01,"1_3_5,5_1,10_8,5_3_1","3_3,5_3,8_8_6_5_5,10_8,8_8,5_5,8_8_6_5,3_5,8_6_5,1_10,5_6_6,5_5_6_6,6_5,8_6,12_1_10,10_12_1_10,6_3,5_6"
NLB125427_01,3_5_6_10_8_6_5_1_8,"1_8_8_8_12,8_8,10_8_6_5_1_8,8_8_8_12_10,3_5,8_6_5,6_5,8_6,10_8_6_5,5_1_8_8_8_12,6_5_1_8_8_8,12_10,5_1,8_6_5_1_8_8,10_8,1_8_8_8_12_10,8_6_5_1_8,6_10_8_6_5_1,10_8_6,5_1_8_8_8"
NLB134389_01,"5_3,1_5_8_1,8_10_10_8_8_10_10","1_5_8_1_8,1_8,8_8,8_8_6_5_5_3,8_6,8_6_5_5,5_8_1_8_8,1_5_8_1_8_8,8_1,8_10_10,8_6_5_5_3,1_5,8_10,8_1_8_8,8_8_6_5_5,10_8,10_10,5_8,5_8_1_8"
NLB134474_01,"1_12_10_8_10_12_1,12_10,5_3_1_10,8_5_8_1,10_8_6_5","12_10_3_10,12_10,10_8,1_12_10_3_10_8,1_12_10,8_5_8_1,8_1,5_8_1,10_3_10_8,1_12_10_3_10,5_8,8_5,10_3_10,10_3_10_8_5,1_12,8_5_8"
NLB134480_01,"10_8_6_6_5,8_3,1_5_8,3_5_6_8_10_12_1_8","3_5,6_5,8_6,6_8_10_12_1_8,6_5_3_5_8_1,12_1_8_8_10,5_3_5_8_1,10_12,10_12_1_8_8_10,10_12_10_8_6_5,12_10,3_5_6_8_10_12,12_10_8,8_10,12_10_8_6_5_1,10_8,12_1_8_8_10_12,5_3_5_8_1_12,10_8_6,5_8"
NLB135273_01,"10_8_6_6_5,8_3,1_5_8,3_5_6_8_10_12_1_8","3_5,6_5,8_6,6_8_10_12_1_8,6_5_3_5_8_1,12_1_8_8_10,5_3_5_8_1,10_12,10_12_1_8_8_10,10_12_10_8_6_5,12_10,3_5_6_8_10_12,12_10_8,8_10,12_10_8_6_5_1,10_8,12_1_8_8_10_12,5_3_5_8_1_12,10_8_6,5_8"
NLB138219_01,"7_12,5_4_5_7_9_11_12_5,4_2_12","7_7_12,2_12,5_4,5_4_2_12,4_7,12_11,7_5,4_2,11_12,7_7_7,7_7_7_7_7,7_7_7_7,7_7"
NLB141251_01,"1_12_10_8,1_12_1_8,3_5_3_3,3_5_3","5_3,3_5,3_1,3_3,1_1,3_5_3_3,1_1_12_1_8_1,1_1_12_1_8,1_8_1_1_3,8_1,12_1_8_1_1_3,3_5_3_3_5,12_1_8_1_1,3_5_3_3_5_3,1_3,10_10,1_8_1_1_3_5,5_3_3_5_3,1_12,3_5_3"
NLB141314_01,"1_12_10_8_10_12_1,12_10,5_3_1_10,8_5_8_1,10_8_6_5","12_10_3_10,12_10,10_8,1_12_10_3_10_8,1_12_10,8_5_8_1,8_1,5_8_1,10_3_10_8,1_12_10_3_10,5_8,8_5,10_3_10,10_3_10_8_5,1_12,8_5_8"
NLB141407_01,"3_12_8,12_1_8,5_3_1","5_3,10_10_8,12_12_10,10_8,8_8,8_8_8_8_8,1_12_12_10,3_5,1_12_12_10_10,8_1,10_10,12_12_10_10_8,8_8_8,12_12,1_12_12_10_10_8,8_8_8_8,1_12,1_12_12"
NLB141648_01,"8_10_12_1,8_5_8_1","6_8,8_8,8_7_6_5,8_12,5_6_8,10_8_8_7_6_5,6_5_6_8_12_6,5_6_8_12,8_5,8_5_8,6_5_6_8_12,5_10_8_8_7,8_8_7_6,6_8_12,5_6,10_8,8_8_7_6_5,8_7_6,5_8"
NLB141649_01,"1_12_10_8,3_12_8,5_3_1","10_8_12_3_3_10,5_3,10_10_8,8_8,3_5,8_12_3_3_10_10,10_10_8_12_3_3,12_3_3_10,1_12_10_10_8_12,10_8_12_3_3,8_12_3_3_10,8_1,12_3_3_10_10,12_10,8_12_3_3,12_3_3_10_10_8,10_8,1_12_10,10_10,1_12"
NLB143240_01,"5_7_7_7_9,7_4_12","7_7,5_4,7_9_7,7_9,12_5,7_5,4_2,7_4,9_7_4,2_4,5_7,5_4_2,9_7"
NLB144042_01,1_12_10_8,"5_3,3_5,3_1,6_3_1_3_3_3,3_3,3_5_6_3_1_3,1_3_3_3_5_6,5_3_5_1_1_1,5_3_5_1_1,8_5_3_5_1_1,12_10,5_6_3_1_3,6_3_1_3_3,12_1_3_5_6_3,1_3,5_6,8_10,10_8,5_6_3_1_3_3,1_12"
NLB144072_01,"5_3,5_5_3_1_8_1_3_5","5_3,1_8,1_8_1_3_5,3_5,3_5_5_5_3_1,3_1,3_3,5_5,5_3_1,3_1_8_1_3,8_1,3_1_8_1_3_5,5_5_3,1_8_1_3_5_5,5_5_3_1,1_8_1_3,5_3_1_8_1_3,5_5_3_1_8_1,5_5_3_1_8"
NLB144100_01,"8_10_10_8_10_10,1_5_8_1,3_1","5_10_8_6_3,8_10,1_5_8_1_8,10_8_6_3,1_1,10_8,8_6_3,8_5_10_8_6_3,12_3_1_1,10_8_5_10_8_6,1_1_12_10_8_5,8_6,10_8_6,5_8,3_1,6_3,12_3_1_1_1,12_10_8_5_10_8"
NLB145525_01,"5_3_1_12,5_8_5,8_8_1,3_8,5_5_5_5,3_6_6_5_3_1","5_3,8_8,3_5,10_12_5_3_5_3,3_1,12_5_3_5_3,12_5_3_5_3_8,5_5,5_3_1,12_10_12_5_3_5,12_5_3_5,12_10,8_5_3_6_6_5,10_12_5_3_5,5_5_5,5_8_5_3_6_6,8_5_3_6_6,1_12,3_5_3"
NLB145856_01,"1_12_10_8_1,1_5_8","1_8,10_8_1_8_10_12,1_8_10_12_10,8_6_5,6_5,8_6,6_10_10_8_5_1,8_12_10_6_10,8_8_12_10_6_10,8_1,5_1_8_6_5_3,12_10_6_10_10_8,8_12_10_6_10_10,12_10,12_10_8_1_8_10,1_5,12_10_8,10_8,5_8,10_6_10_10_8_5"
NLB146608_01,"5_3_1_12,5_8_5,8_8_1,3_8,5_5_5_5,3_6_6_5_3_1","5_3,8_8,3_5,10_12_5_3_5_3,3_1,12_5_3_5_3,12_5_3_5_3_8,5_5,5_3_1,12_10_12_5_3_5,12_5_3_5,12_10,8_5_3_6_6_5,10_12_5_3_5,5_5_5,5_8_5_3_6_6,8_5_3_6_6,1_12,3_5_3"
NLB146699_01,"10_8_8,5_5,8_8_6_5,3_12_8,8_10_8,3_6_5_3_1,8_10_12_1_12","5_3,8_10,8_8_6_5_5,10_8,8_8,5_5,3_5,8_6_5_5_5_3,8_6_5,6_5,8_6,8_6_5_5,3_1,6_5_5_5,8_8_6_5_5_5,6_5_5_5_3,8_6_5_5_5"
NLB146728_01,"3_12_8,12_1_8,5_3_1","5_3,10_10_8,8_8,3_5,12_12_10_10_8,8_8_8,1_12_12_10_10_8,1_12_12,1_12_12_10_10,8_1,12_12,3_3_2_3_5,12_12_10,8_8_8_8,3_3_2_3_5_3,10_8,1_12_12_10,10_10,1_12"
NLB146731_01,"11_9_7,4_12,4_2_12,12_2_4","5_4,2_12,2_2,4_12,4_7,12_9,7_5,4_2,7_4,2_4,7_7,9_7"
NLB146741_01,"7_12,12_12_11_9,9_7_12_2_4_12","7_12_4,11_9,12_4,2_12,7_12,12_11_9,12_11,4_2,9_9,9_9_7,7_7,9_7"
NLB147463_01,"8_6,5_3,5_3_1","5_3,6_8,3_5,10_8_5_5_3_6,8_6_8_5_3_1,8_6,1_3_10_8_5_5,3_1,3_10,6_8_5_3_1,1_1,5_3_1,8_5,6_8_5_3_1_3,1_3_10_8_5,3_10_8_5_5,1_3,1_1_3_10_8_5,3_10_8_5_5_3"
NLB147912_01,"2_2_2_2_4,2_11_7","11_9,9_11,2_11,4_2_11,2_12,7_12,12_11_9,2_2_2,12_11,4_2,12_2,2_4,2_2"
NLB151180_01,"10_8,8_10_8_6_5,8_10_8,1_5_8_1_12,3_5_6_3_1,3_6_10_10_8,6_3","1_3_5_6_3_1,8_6_5,6_5,8_6,6_5_1_1,1_3_5_6_3,8_10_8_6,8_6_5_1_1,8_10_8_6_5_1,8_10_8,5_6_3_1,3_5_6_3_1,1_3,5_6,8_10,10_8,10_8_6,8_6_5_1_1_3,6_5_1_1_3,10_8_6_5_1_1"
NLB152778_01,"10_8,1_5_8_8_1_12,3_8_10_10_8,8_10_8,1_5_8,3_5_6_3_1","5_3,8_8,3_5,8_6_5,6_5,8_6,5_5,5_3_8_10,6_5_5_5,8_6_5_5_5_3,6_5_5_5_3,8_8_8_6_5_5,10_8_8_8_6_5,8_10,8_8_6_5_5,10_8,10_8_8_8_6,5_8,8_8_6_5_5_5,8_6_5_5_5"
NLB152784_01,"1_12_10,10_8_12_3_5_1,8_1","5_3,1_8,8_6_5,6_5,5_3_12_3_12_8,8_6,8_1,1_5_3_1_10_10,3_12_3_12,12_8,12_3,3_12,1_8_6_5_3_12,1_10_10_8_12_3,5_3_12_3_12,6_5_3_12_3_12,3_1_10_10_8_12,10_10,8_6_5_3_12_3,1_10_10_8_12"
NLB162519_01,"5_3,8_10_10_8_10_10,1_5_8_1","8_10,1_5_8_1_8,10_8,1_8,8_10_10_8_10,10_10_8_10,8_1,5_8_1,6_5,8_6,8_1_12_10_8,1_5,5_8,3_1,1_12_10_8_5,5_8_1_8,12_10_8_5,8_1_12_10_8_5"
NLB162526_01,"5_6_7_8_1,5_1,8_10_10_8_10_10","8_10,10_10_8,5_6_7,10_8,1_8,8_10_10_8_10,10_10_8_10,10_10_8_10_10,10_8_10_10,8_1,10_10,10_8_10,8_5_10_8_3_6,8_10_10_8,8_10_10,8_10_10_8_10_10,5_6_7_8,7_8_1_8_8_6"
NLB162684_01,"5_3_1_12,8_8_1,3_6_5_3_1,5_8_1,3_8","5_3,8_8,3_5,8_1_5_1_1_3,3_1,1_3_1_3_3_5,5_3_1,1_5_1_1_3_1,5_1_1_3_1_3,12_1_5_3_5,8_1,12_1_5_3_5_3,1_3_1_3_3,1_5,1_1_3_1_3_3,10_12_1_5_3_5,1_3,1_5_1_1_3,1_12,3_5_3"
NLB167193_01,"3_5_6_8_10_8_6_5_1_8,8_3,1_5_8,10_8_8_6_5","8_10,6_8,10_8,8_8,8_6_5_1_8,5_6_8_10_8,8_6_5,10_12_10_8_10,6_5,8_10_8,8_6,6_5_1_8_8_10,5_1_8_8_10_12,8_10_12_10_8_10,5_6_8,10_12_10_8_10_8,5_6"
